prof,diff_from_avg
"Cote, Matthew",0.14571428571428524
"Cote, Nadia",0.006666666666666672
"Cotton-O'Brien, Cameron",-0.07500000000000018
"Coulombe, Bruno",0.15263157894736823
"Coulombe, Sylvain",0.029166666666666636
"Cousineau, Benoit",-0.055906593406593395
"Cousineau, Martin",0.11428571428571477
"Cousineau-Pérusse, Maxime",-0.09230769230769242
"Couture, Jocelyn",1.7763568394002505e-17
"Couture, Nicole",-0.06818181818181826
"Couture, Sadie",-0.0625
"Covo, David",0.0
"Cowan, Brian",-0.04761904761904745
"Cowan, Nicolas",-0.01666666666666656
"Cowan, Steven",0.01666666666666668
"Cowie, Chadwick",0.0
"Cox, Robert",-0.2400000000000002
"Cox-Head, Janie",-0.22499999999999964
"Craig, Salmaan",0.0
"Creck, Chantal",-0.006111111111111134
"Crepeau, Claude",-0.06593464052287587
"Crippen, James",0.0
"Crist, Colin",0.0
"Cristescu, Elena",0.12282828282828304
"Croitoru, Benjamin",-0.0117647058823529
"Crowe, Joshua",0.12222222222222208
"Crowley, Robert",0.0
"Crépeau, François",0.0
"Cullen, Kathleen E",0.09999999999999964
"Cumming, Andrew",-0.1333333333333333
"Cumming, Julie Emelyn",0.2400000000000002
"Cummings, Cameron",0.0
"Cuéllar Gempeler, Mónica",0.0
"Cyr, Luis",0.0
"Cyrius, Fabienne",-0.014009661835748687
"Côté, Benoît",0.0
"Côté, Marie-Pier",-0.3999999999999999
"Côté, Mark",0.5
"D'Orangeville, Akané",0.20000000000000018
"D'silva, Joseph",0.0980335454019662
"DARONCO, DANILO",0.0
"DEMARTINI, ASHLEY",0.17499999999999982
"Dagdeviren, Omur Erdinc",0.029999999999999805
"Dagenais, Jonathan",0.0
"Dahlen, Sienna",0.007407407407407414
"Dahlin, Miranda",0.3076923076923084
"Dajczer, Brigitte",0.0
"Dakhlallah, Diana",0.02045454545454528
"Dall'Olio, Filippo",0.021739130434782705
"Dalpe, Gratien",0.0
"Damay, Samantha",-0.027604166666666596
"Damha, Masad J",0.01666666666666705
"Damian, Maria",-0.00642857142857145
"Danckert, Paula",0.3500000000000001
"Daneshmand, Farhang",0.2576207184628235
"Dangstorp, Matthew",0.07499999999999973
"Daniel, Kimani",0.06000000000000005
"Daniel, Meaghan",0.0
"Daniels, Eugene",-0.06222222222222229
"Dankort, David",-0.05800000000000018
"Dann, Steven Arthur",-0.02499999999999991
"Daoud, Maha",-0.12142857142857189
"Daoust, Michel",-0.026034459367792473
"Darainy, Mohammad",0.11352094701637054
"Dardykina, Tatiana",-0.006666666666666643
"Darling, Samantha",0.18000000000000016
"Darmon, Henri",0.03157894736842115
"Darroch, Hannah",0.0
"Das, Aniruddha",0.0
"Dasgupta, Keshav",-0.00708333333333333
"Dastmalchi, Mehran",0.1766666666666666
"Daudin, Marie",0.04444444444444451
"Dault, Caroline",0.04166666666666674
"Daunais, Isabelle",0.0
"David, Robert James",-0.07857142857142858
"Davidson, Russell",-3.552713678800501e-16
"Davidson, Thomas",-0.09153846153846151
"Davies, David",-0.09166666666666656
"Davies, Thomas",-0.2400000000000002
"Davis, Donald",-0.3623376623376622
"Davis, Donald Peter",-0.1851995898838003
"Davis, Elaine",-0.2055555555555555
"Davis, Michael",-0.5299999999999994
"Davy, Renee",0.10000000000000009
"De Angelo, Darcie",-0.18461538461538396
"De Castro, Margaret Emily",0.0
"De Four-Wyre, Stephen",0.2999999999999998
"De Luca, Zoe",-0.17999999999999972
"De Martino, Gemma",-0.2833333333333332
"De Motta, Adolfo",-0.13116666666666682
"De Palma, Dario",0.11428571428571432
"De Stefano, Corrado",-0.2999999999999998
"De Wispelaere, Jürgen",0.0
"DeMartini, Ashley",0.02499999999999991
"Dean, Kevin",1.850371707708594e-17
"Dechief, Diane",0.015000000000000235
"Decorte, Philip Evan",0.125
"Dedek, Helge",0.0
"Deer, Kenneth",-0.14285714285714324
"Dejgaard, Selma",-0.022222222222222143
"Del Balso, Michael",-0.125
"Del Rincon, Sonia Victoria",0.04999999999999982
"Delaney, Christina Ryan",-0.1499999999999999
"Dellar, Mary",0.007246376811594206
"Delli Quadri, Mary",0.0
"Delorme, Bruno",-0.08550724637681147
"Delormier, Treena",0.0
"Demers, Isabelle",0.0
"Demetry, Daphne",-0.050000000000000266
"Demian, Nagui",0.07500000000000018
"Demopoulos, George",-0.038730158730158726
"Dench, Catherine",-0.09999999999999964
"Denier, Nicole",-0.125
"Denis, Maxime",0.003767507002801086
"Dennis, Alexis",-4.440892098500626e-16
"Dent, Joseph Alan",0.008464912280701722
"Derksen, Samuel",0.07000000000000028
"Derome, Denys",1.5313421029312504e-17
"Derome, Léa",0.06000000000000005
"Desai, Urvi",-4.440892098500626e-16
"Desbarats, Catherine",0.016666666666666607
"Deschamps, Isabelle",0.0
"Desforges, Roxanne",-0.125
"Desgagne, Alain",1.4802973661668754e-17
"Desjardins, Sean",0.0
"Deslauriers, Marguerite",-0.022500000000000114
"Deslauriers, Pierre",0.06666666666666687
"Deslauriers, Roch",0.03680555555555561
"Devalice, Rose-Stacy",-0.009999999999999787
"Devey, Patrick",-4.440892098500626e-16
"Devroye, Luc P",-0.021486928104575198
"Devuyst, Russell",1.3457248783335231e-17
"Dew, Nicholas",-0.011255411255411296
"Dhali, Helal",-0.10769230769230775
"Dhaliwal, Kiesha",0.20000000000000018
"Dhindsa, Rajinder S",-0.18585858585858592
"Dhir, Sabine",0.0
"Di Feo, Maria",-0.008095238095238056
"Di Giovanni, George",0.0
"Di Lauro, Ronald",1.850371707708594e-17
"Di Pede, Robert",-0.2142857142857144
"Di Sabato, Marco",0.10666666666666631
"Di Stasio, Maria",0.0
"Diaconescu, Oxana",-0.20666666666666655
"Diarra, Gaoussou",-0.10000000000000009
"Diaz, Karen K",0.0
"Dickinson, Paul",-0.07564102564102525
"Dicks, Naomi",0.0
"Diener-Bennett, Jesse",0.13181818181818258
"Dieu, Catherine",0.09333333333333342
"Ding, Yichuan Daniel",0.3277777777777784
"Dinnell, Darry",0.0
"Diodati, Jennifer",-0.128571428571429
"Dionne, Eliane",0.20000000000000018
"Dionne, Fannie",-0.5299999999999994
"Diouf, Mbaye",0.0
"Dirks, Melanie",-0.1504761904761906
"Disegni, Daniel",-0.2800176366843033
"Divangahi, Maziar",0.0
"Dix, Trevor",1.3877787807814457e-17
"Dixon-Gilpin, Rose",-0.19999999999999973
"Dmytriieva, Natalia",-0.4333333333333331
"Dobbs, Matthew Adam",-0.03257142857142883
"Dobby, Timothy",1.708035422500241e-17
"Dobrota, Bogdan",0.25555555555555554
"Doering, Jan",0.01999999999999975
"Dolce, Francesco",-0.2633333333333332
"Dolin, Elizabeth",1.3877787807814457e-17
"Dominguez, Alejandro",0.0
"Dominguez, Chloe",0.0
"Donaldson, James",-0.05909090909090864
"Dong, Xinyu",0.11249999999999993
"Donnelly, Daniel",0.03913043478260825
"Donnelly, Danielle J",-0.3900000000000001
"Donovan, Richard George",-0.07773279352226711
"Doody, Sara",0.1499999999999999
"Doran, Rebecca Esther",0.40000000000000036
"Doreen, Gabrielle",0.0
"Dorval Courchesne, Noémie-Manuelle",0.022959183673469052
"Doré, Bruce",0.021739130434782705
"Dostie, Josee",0.013636363636363709
"Dotzel, Thomas",-0.028260869565217266
"Doubli-Bounoua, Virginie",0.0
"Doucette, Elaine M",0.0
"Douek, Daniel",-0.014615975422427204
"Dougherty, Geoffrey",0.0
"Douglas, Emily",0.1499999999999999
"Douglas, Peter",0.0
"Downey, David",-0.1273809523809525
"Doxas, Dimitrios",1.5313421029312504e-17
"Doyle, Ryan",0.24545454545454515
"Dracopoulos, George",0.006649831649831646
"Driscoll, Brian T",0.0
"Driscoll, Mark",0.08756047873694935
"Drozdoski, Claudia",0.0
"Drummond, Alex",-0.06654135338345868
"Drury, Stephen W",-0.09036310820624543
"Du Sault, Andre",0.0
"Du, Lipei",0.07142857142857117
"Duan, Yingxuan",0.0
"Dubach, Christophe",0.08072727272727276
"Ducasse, Christopher",0.24545454545454515
"Duchaine, Thomas",-0.05077030812324928
"Ducharme, Jérôme",1.5313421029312504e-17
"Duchesne, Annie",-0.10000000000000053
"Duchesne, Gabriel William",0.018395061728395074
"Duchesne, Marc",0.0
"Ducusin, Marc",-0.13888888888888898
"Dudek, Gregory L",-0.18092105263157932
"Dufort, Daniel",-1.1102230246251565e-16
"Dufour, Carolina",0.0874999999999998
"Duggal, Sumeet",-0.20454545454545459
"Duggavathi, Raj",-0.07874999999999988
"Duguay, Philippe",0.20000000000000018
"Duhamel, Paul-Guy",-0.029761904761904805
"Duinker, Benjamin",-0.00912280701754383
"Dumont, Marie-Josee",-0.015833333333333144
"Dumont, Marie-Josée",-0.04999999999999982
"Dumouchel, Michael",1.5313421029312504e-17
"Duncan, Lindsay",-4.440892098500626e-16
"Dunn, Jarred",0.020000000000000018
"Dunn, Nicholas",0.0198717948717948
"Dunphy, Gary Brian",0.1090909090909089
"Dunsworth, Edward",0.20000000000000018
"Dutilleul, Pierre R L",0.027272727272727015
"Dutkiewicz, Jan",0.6333333333333337
"Dutta Choudhury, Suvolaxmi",0.0
"Dutta, Baishali",0.3299999999999996
"Dutta, Rohan",0.005328798185941087
"Dyachkov, Yegor",-0.005555555555555536
"Décloître, Raphaëlle",0.0
"E, Fan",0.5142857142857151
"Ebrahimi, Pouya",-0.22222222222222188
"Edell, Celia",-0.1499999999999999
"Ehlen, Stephan",0.06245614035087721
"Ehrlicher, Allen",0.03638888888888895
"Eidlin, Barry",0.31096491228070205
"Eidlin, Carl",0.3476973684210529
"Eidse, Noelani",-0.07500000000000018
"El Arroudi, Khalil",-0.27000000000000046
"El Hajj, Layan",0.0
"El-Assaad, Wisal",0.02142857142857091
"El-Attar Vilalta, Mayssun",0.04619115452448814
"El-Gamal, Mourad N",0.2266666666666666
"Elbourne, Elizabeth",0.006349206349206327
"Elbourne, J Elizabeth",0.0031746031746031633
"Elfner, Emily",0.1875
"Elgar, Francis Jason",-0.30000000000000027
"Elgar, Frank",-0.03333333333333336
"Elias, Yara",0.036666666666666625
"Elisseeff, Xavier",-0.026666666666666543
"Elliott, Kyle",-4.440892098500626e-16
"Ellis, Jaye",0.02999999999999998
"Ellis, Jaye Dana",-0.08653846153846134
"Ells, Carolyn",-0.04999999999999982
"Elmasri, Mohamad",-0.20000000000000018
"Elrick, Jennifer",0.021759259259259107
"Elrick, Tim",0.16666666666666669
"Elsaadawy, Mona",0.07817460317460267
"Emad, Amin",0.0639999999999997
"Emerich, Yaell",0.0
"Emre, Merve",-0.1200000000000001
"Engelberg, Edith M",-0.20077922077922086
"Engert, James",0.11999999999999966
"Engert, Jamie",-0.03000000000000025
"Engle-Warnick, James",0.003333333333333499
"Enríquez Vázquez, Laura Eliza",0.22222222222222232
"Erdilmen, Merve",0.04999999999999982
"Ericsson, Jan Edvard",0.04999999999999982
"Eriksson, Erik",1.850371707708594e-17
"Erl, Christopher",0.27249999999999996
"Erless, Charlene",0.07500000000000018
"Erlich, Aaron",0.09142857142857164
"Ernest Dit Alban, Edmond",0.0
"Ernst, Carl",0.04093253968253974
"Ernst, Crystal",-0.050000000000000266
"Errington, Jacob",0.20657894736842108
"Erten, Ozlem",-0.023076923076923106
"Eshera, Osama",0.07500000000000018
"Eskildsen Torres, Lilia",-0.06666666666666687
"Eslava Fernández, Laura",0.46666666666666723
"Esquivel, Rebeca",0.1499999999999999
"Estall, Jennifer",0.07916666666666676
"Eswarathasan, Suresh",-0.1777777777777776
"Etemad, Hamid",0.01863354037267089
"Ethen, Michael",0.03913043478260825
"Ethier, Gabriel",0.0
"Ethier, Stephane",0.010504201680672232
"Etzion, Dror",-0.025000000000000206
"Everett, Jane",0.0
"Everly, Alice",-0.125
"Evoughlian, Sandra",-0.06666666666666643
"FOX, THOMAS",0.4333333333333331
"Fabbro, Eduardo",0.0
"Fabian, Marc",0.024761904761904763
"Fabry, Frederic",-0.0757142857142857
"Fachin, Fernando",-0.00588235294117645
"Fadaei Kermani, Mehrdad",0.1371428571428573
"Fadil, Ali",-0.040000000000000036
"Fagotto, Francesco",-0.34999999999999964
"Faifman, Dmitry",-0.6960000000000006
"Fairclough Campbell, Peta-Gay",0.04285714285714315
"Fakhoury, Hadi",-0.06250000000000029
"Falahati, Arman",0.021052631578947434
"Falcicchio, Karen",0.050000000000000266
"Falconer, James",-4.440892098500626e-16
"Falcão, William",0.20000000000000018
"Falk, Carl",-0.16086956521739104
"Farah, Alain",-0.13333333333333375
"Farahat, Omar",0.03749999999999998
"Faraj, Samer",0.0
"Farber, David",-0.8000000000000003
"Farivar-Mohseni, Reza",-0.09999999999999987
"Farmer, Emily",0.06666666666666687
"Farmer, Frederick",0.17499999999999982
"Farran, Andrea",0.10476190476190468
"Farrell, Monic",0.07500000000000018
"Fast, Jonathan",-0.00588235294117645
"Fatema, Naureen",-0.16923076923076863
"Fatemi-Shariatpanahi, Hajar",-0.2782608695652171
"Faubert, Gaetan Mario",-0.016666666666666385
"Faucher, Christine",-0.1499999999999999
"Faucher, Sebastien",0.0183673469387757
"Fazeli, Sahar",0.0
"Feder, Michelle",-0.2714285714285718
"Feliz, Juro Kim",0.031818181818182634
"Fellows, Lesley K",-0.04999999999999982
"Feltham, Scott O",1.644774851296528e-17
"Fenoglio, Prisca",-0.04444444444444443
"Fenster, Ariel",-0.191623376623377
"Fenster, Richard",-0.04285714285714315
"Ferguson, Andrij",0.0
"Ferguson, John-Paul",0.02045454545454528
"Ferguson, Mark",0.011764705882352951
"Ferland, Patrick M",0.0
"Fernandes, Bruna",0.0685714285714285
"Ferreira Ruiz, Francisco",-0.1333333333333333
"Ferrell, Jason",0.06666666666666665
"Ferrell, Jason Scott",-0.018750000000000266
"Ferrie, Frank P",-0.043885281385281416
"Fevens, Thomas",0.0
"Fewer, Mark",-0.009999999999999964
"Feys, Jan",-0.8777777777777778
"Fiasse, Gaelle",0.10000000000000009
"Figueiredo, Sabrina",0.0
"Filion, Francoise",-0.04999999999999982
"Filion, Marianne",0.04444444444444473
"Filkobski, Ina",0.2999999999999998
"Filotas, Edwin Zoltan",-0.1741666666666668
"Fima, Lea",0.0
"Fiset, Pierre",0.0
"Fishley, Daniel",0.2454545454545456
"Fishman, Jennifer",-0.04999999999999982
"FitzPatrick, Rose",0.31666666666666643
"Fitzpatrick, Jennifer",0.029999999999999805
"Fitzpatrick, Shanon",-0.007142857142857244
"Flake, Jessica",0.026923076923076827
"Flanagan, Tara",0.0
"Fleischmann, Adam",0.2365384615384616
"Fletcher, Charles Douglas",-0.5375000000000001
"Folkerth, Theodore W",-0.0011111111111112109
"Folkerth, Wes",-0.07333333333333354
"Fong, Grace S",-0.2999999999999998
"Fonsato, Vanna Marisa",0.10000000000000009
"Fontaine, Jessica",-0.06666666666666643
"Forbes, James",0.05423280423280404
"Ford, Elizabeth",0.0
"Forest, Benjamin",-0.022272727272727444
"Forge, Fabien",0.09090909090909083
"Forget, Marie-Elyse",0.021739130434782705
"Forget, Nancy",0.0
"Forget, Normand",-0.04999999999999993
"Forman, Stuart A",0.021052631578947434
"Forray, Vincent",-0.1499999999999999
"Fortier, Jerome",-0.03629629629629631
"Fortier, Jérôme",0.35827318026925864
"Fortin, Marie-Josee",0.004444444444444488
"Fortin, Steve",-0.128571428571429
"Foster, Simin",0.021428571428571352
"Fostik Sanchez, Ana Laura",0.37142857142857144
"Foulkes, William",0.0
"Fournel, Jean-Francois",-0.16666666666666652
"Fournel, Jean-François",0.07499999999999973
"Fournelle-Blain, Victor",0.0
"Fournier, Alyson Elise",-1.7763568394002506e-16
"Fournier, Sylvie",0.019967532467532415
"Fournier-Simard, Michel",-0.06000000000000005
"Fournout, Coline",0.40000000000000036
"Fowlie, Meaghan",0.23750000000000027
"Fox, Graham",0.20795454545454564
"Fox, Kamal",-0.2666666666666666
"Fox, Thomas F",0.0007176088369069985
"Fox-Decent, Evan",0.07499999999999973
"Fraenkel, Carlos",0.05000000000000012
"Fragos, Katerina",0.0
"Francoeur, Mathieu",0.1333333333333333
"Francois, Paul",0.007989417989417892
"Franseen, Kristin",-0.16086956521739193
"Fraser, Dorian",-0.2666666666666666
"Fraser, Graham",0.09999999999999964
"Fraser, James K",-0.054545454545454675
"Frattolillo, Laura",-0.09230769230769242
"Freeman, Julia",-0.001282051282051116
"Freeman, Peter",1.5313421029312504e-17
"French, Alexis",0.0
"French, Lex",0.020833333333333332
"Frieden, Gabriel",0.07142857142857177
"Frieden, Gabriel Michael",-0.34615384615384626
"Friedman, Abraham",-0.033333333333333215
"Friedman, Nathan",-0.18879892037786766
"Friesen, Phoebe",0.25
"Frigon, Dominic",0.0
"Friscic, Tomislav",-0.13636363636363624
"Fritz, Jörg",0.0033333333333334545
"Froehlich, Sara",-0.1649999999999998
"Fronda, Michael",-0.27083333333333315
"Frost, David",-0.03771428571428555
"Fu, Wentian",-0.269047619047619
"Fullerton, Thomas James",-0.125
"Fung, Joyce",0.0
"Furlan, Cristiana",-0.035930735930735966
"Furuhata, Yuriko",-0.10119047619047605
"Fussmann, Gregor",0.04133333333333331
"Fyles, James W",0.02666666666666669
"G'froerer, Joanna",0.020000000000000018
"GONZALEZ, IVAN",0.22037037037037077
"Gaber, David",-0.11111111111111116
"Gabriele, Felicia",-0.08333333333333326
"Gachet, Guillaume",-0.02080246913580244
"Gagnon, Geneviève",0.026666666666666394
"Gagnon, Julien",0.3142857142857145
"Gagnon, Suzanne",0.0
"Gagné, Jean-Philippe",-0.20000000000000018
"Galagusz, Ryan",-0.22857142857142865
"Galante, Angelica",0.0
"Galaty, John",0.028571428571428692
"Galbraith, Eric Douglas",-0.057142857142857384
"Galbraith, John W",-0.016666666666666607
"Gale, Charles",-0.05666666666666679
"Galiana, Isabel",0.1237499999999998
"Gallouzi, Imed Eddine",0.01416666666666675
"Galperin, Roman",0.09545454545454524
"Gamarra Montesinos, Jorge",0.2153846153846164
"Gamarra, Jorge",0.1076923076923082
"Gamboa Higuera, Juan Camilo",0.05172413793103425
"Gani, Raphaël",0.0
"Ganju, Kartik",0.045263157894736894
"Gantumur, Tsog",0.08888888888888902
"Garcia, Chloe",-0.029999999999999805
"Garland, Rosalind",0.0
"Garnett, Crystal",0.016857142857142727
"Garofalo, Lorella",-0.03750000000000009
"Garver, Alexander",-0.12207407407407422
"Garver, Geoffrey",0.015170940170940284
"Garzia, Livia",-0.019047619047619275
"Gaskin, Stephane",0.29314814814814844
"Gaskin, Susan J",0.022857142857142864
"Gaster, Jonah",0.09333333333333327
"Gatchalian, Terrance",0.052631578947368585
"Gatignol, Anne",-4.440892098500626e-16
"Gatinet, Brice",0.031818181818182634
"Gaudreau, Nicolas",0.20000000000000018
"Gaudreau-Majeau, Charlotte",-0.20000000000000018
"Gaudreault, Gabrielle",0.04545454545454527
"Gaudreault, Jean",1.3061447348531253e-17
"Gauthier, François",0.0011396011396015797
"Gauthier, Jean-Marc",-0.00563738998521599
"Gauthier, Michael",1.9308226515220113e-17
"Gauthier, Mélanie",0.0
"Gauvin, Raynald",-0.046666666666666856
"Gauvin, Tatiana",0.09118738404452653
"Gavrilova, Julia",-0.004583333333333317
"Geampana, Alina",-0.2666666666666666
"Geary, Timothy",-0.08380952380952358
"Gehr, Ronald",-0.10714285714285698
"Gehring, Kalle",0.0744897959183674
"Gehring, Kalle Burgess",-0.15650793650793654
"Gendron-Carrier, Nicolas",-2.220446049250313e-16
"Genest, Christian",0.05496794871794878
"Gentil, Benoit",4.440892098500626e-16
"George, Kenneth",-0.13333333333333375
"George, Louisa",-0.040000000000000036
"George, Saji",2.9605947323337506e-16
"Georges, Elias",-0.15333333333333332
"Georghiou, Angelos",-0.03571428571428514
"Gerbelli-Gauthier, Mathilde",0.33666666666666645
"Gerhold, Abigail",0.014374999999999916
"Germano, Teresa",-0.09374999999999978
"Gerov, Matey",0.0
"Gervais, Guillaume",0.019583333333333064
"Gharbi, Mohamed",0.08750000000000036
"Ghaswala, Tyrone",0.7725925925925927
"Ghazanjani, Mehri",-0.037663975279106955
"Ghosh, Anisha",0.0
"Ghosh, Ratna",0.07500000000000018
"Ghoshal, Subhasis",0.08571428571428585
"Ghoshdastidar, Avik",-0.0050000000000001155
"Giannacopoulos, Dennis",0.17788770053475927
"Giardino, Alessandro",0.0
"Gibeault, Amanda",0.0
"Gibian, Peter",-2.220446049250313e-16
"Gibson, Timothy",-0.13333333333333375
"Gidengil, Elisabeth",-0.057142857142857384
"Giguere, Vincent",-0.022727272727272606
"Gill, Alexandra",0.0
"Gill, Kathryn",-0.04375000000000018
"Gill, Ravinder",0.17499999999999982
"Gill, Ravinder Kumar",-0.125
"Gillis, Chelsia",0.0
"Gillon, Brendan",0.08190789473684223
"Gillon, Brendan S",-0.08706140350877163
"Gillung, Jessica",0.2000000000000001
"Gilmour, Colin",0.0
"Gilpin Mayappo, Beatrice",-0.040000000000000036
"Gioffredo, Mylène",0.031818181818182634
"Girard-Lauriault, Pierre-Luc",-0.1401041666666666
"Girty, Ashley",-0.06666666666666687
"Gismondi, Christopher",0.09999999999999964
"Givens, Terri",2.220446049250313e-16
"Gladhill, Charles",0.038888888888888896
"Glass, Leon",-0.06666666666666687
"Glassco, Jennifer",-0.20000000000000018
"Glavinovic, Mladen I",-1.4802973661668753e-16
"Gleason, James L",-0.08333333333333288
"Glenn, Clinton",0.06666666666666643
"Glew, Rob",-0.07222222222222197
"Glezos, Alexandra",0.0
"Glidden, Gregory",0.0
"Globerson, Eitan",0.0
"Goad, Heather",-0.10858187134502915
"Gobbi, Gabriella",-0.09999999999999964
"Gobby, Jen",0.09487179487179509
"Gobin, Damien",-0.05666666666666664
"Gobuty, James",0.6000000000000001
"Goddard, Christopher",0.031818181818182634
"Gogan, Eamonn",0.07499999999999973
"Gohar, Shokry",-0.033333333333333104
"Goire, Francisco",-0.07499999999999973
"Gold, Ian Jeffrey",0.2315740740740743
"Gold, Phil",-0.10634920634920647
"Gold, Richard",0.0
"Goldsman, Larry",-0.07500000000000007
"Goldstein, Benjamin",-0.16250000000000023
"Golish, Aaron",0.0
"Golriz Fard, Golshan",0.18333333333333365
"Gomez, Natalya",-0.00833333333333397
"Gonsalves, Allison",0.0
"Gonzalez Oliver, Carlos",-0.21500000000000008
"Gonzalez Varela, Francisco",-0.2250000000000001
"Gonzalez, Andrew",0.02126984126984136
"Goodhue, Daniel",0.28181818181818175
"Goodin, David",-0.15866038723181575
"Gooding, Philip",-0.33999999999999986
"Goodleaf, Kristin",-0.125
"Goodridge, Lawrence",-0.09583333333333337
"Goodyer, Cynthia",0.0
"Goonewardena, Mathew Pradeep",-0.3250000000000002
"Gopalakrishnan, Sanjith",-0.07222222222222197
"Gordon, Kelly",-0.014285714285714488
"Goren, Eyal Z",-0.15532407407407392
"Gorthi, Sai Soundarya",0.4210526315789478
"Gossage, David Mark",2.2204460492503132e-17
"Gosselin, David",-0.06666666666666643
"Gostick, Jeff",0.07857142857142829
"Gottlieb, Laurie",-0.04999999999999982
"Gounden Rock, Alyson",0.09545454545454524
"Gouspillou, Gilles",0.0
"Govender, Sumanthra",-0.1499999999999999
"Gowland, Maggie",-0.06000000000000005
"Goyenko, Ruslan",0.0607843137254902
"Graber, Vanessa",-0.1499999999999999
"Gradek, John",-0.05588235294117642
"Graham, M. Dean",-0.34171428571428575
"Graham, Margaret",0.0
"Graham, Matthew Dean",-0.21854006820119332
"Graham, Pascale",-0.05166666666666675
"Graham, Peter",0.13333333333333375
"Grant, Margaret Ann",0.0
"Grant, Martin",0.1626190476190473
"Gratton, Alain",0.375
"Gravel, Valérie",0.09999999999999964
"Gray, Heather",-0.08000000000000007
"Green, Christopher",-0.014285714285714362
"Green, Darrell",0.0
"Green, David M",0.022424242424242385
"Green, Garth",-0.033333333333333215
"Green, Kathleen",-0.1499999999999999
"Greenfield, Emilienne",0.0
"Greenfield, Norma Kathleen",0.0
"Greenwood, Jonathan",-0.025000000000000355
"Greenwood, Steven",0.13333333333333341
"Greer, Allan",0.191666666666667
"Gregoire, Charles",0.20000000000000018
"Gregorieff, Alexander",-0.21666666666666679
"Gregoriou, Greg",-0.10590476190476195
"Gregory-Eaves, Irene",-0.09818181818181823
"Grenier, Marie-Lyne",-0.13000000000000012
"Greydanus, Richard",0.2999999999999998
"Grieve, Nathan",-0.1323333333333333
"Grimard, Franque",-0.10833333333333295
"Grisaru Wechsler, Ann",0.04999999999999982
"Grittner, Colin",-0.5249999999999999
"Gross, Warren",-0.5454545454545454
"Grott, David",0.005555555555555569
"Groulx, Jean-Francois",-0.04380952380952378
"Gruber, Reut",5.075305255429287e-16
"Gruenheid, Samantha",0.029672619047619107
"Grusiecki, Tomasz",0.0766666666666671
"Grutter, Peter H",-0.029999999999999805
"Gu, Fei",-0.523076923076923
"Guan, Pengfei",-0.039270451770451555
"Guarne, Alba",0.0
"Guerin, Richard",-0.23636363636363633
"Guernina, Souad",-0.1655555555555559
"Guevara, Michael R",0.05555555555555554
"Guichard, Frederic",-0.002000000000000135
"Guiducci, Dario",-0.2250000000000001
"Guigueno, Mélanie",-0.020000000000000195
"Guillen, Esther",0.1333333333333333
"Guimond, Claire",0.0
"Guimont, Anny",-0.012698412698412018
"Gumus, Mehmet",-0.048148148148147975
"Guo, Hong",0.08124999999999986
"Guo, Jin",0.38500000000000006
"Gupta, Priya",0.0
"Gurbuzel, Sumeyra Aslihan",-0.1499999999999999
"Guthrie, Roderick I L",0.01825396825396825
"Gutierrez, Christopher",-0.17604166666666665
"Gutiérrez, Augusto",-0.13650793650793677
"Guzik, John",0.26888888888888945
"Guzik, John W P",-0.16133333333333297
"Gvili, Gal",0.13333333333333344
"Gyakum, John Richard",-0.004052287581699588
"Gyan, Charles",0.0
"Gélinas, Fabien",0.0
"Gürbüzel, Aslihan",0.07500000000000018
"HARDIN, KATHERINE",-0.05555555555555536
"Habashi, Wagdi George",0.07380952380952355
"Haddon, Minette",-0.24736842105263213
"Hadid, Vanessa",-0.20000000000000018
"Hadjinicolaou, John-Ioannis",-0.2466666666666666
"Haggard, Daryl",-0.008928571428571471
"Hagh, Anita",0.17499999999999982
"Haglund, Lisbet",0.0
"Haimovitz, Matt",1.5313421029312504e-17
"Haince, Marie-Claude",-0.5999999999999996
"Hajikhani, Mohammadjavad",0.21428571428571397
"Hales, Barbara F",-1.1419436824715895e-16
"Hall, John Anthony",-0.05833333333333327
"Haller, Gwen",-0.06666666666666643
"Hallett, Michael Frank",-0.08080808080808076
"Hallett, Michael Trevor",0.10833333333333317
"Halverson, Galen",0.06666666666666643
"Hambardzumyan, Lianna",-0.2818302387267908
"Hamier, Jan",-0.1771428571428572
"Hamilton, William",-0.06111111111111119
"Hammami, Larbi",-0.0003450910144622824
"Hamon, Michael",-0.1499999999999999
"Han, DaHee",0.021739130434782705
"Han, Jung Ho",0.021739130434782705
"Han, Kunsoo",-0.08000000000000007
"Han, Zhen",0.008484848484848465
"Hancock, Mark",0.0
"Handa, Jagdish",0.04285714285714315
"Hanley, Jill",-0.04999999999999982
"Hanna, David",0.02083333333333339
"Hanrahan, John W",1.4802973661668753e-16
"Hansen, Patrick",0.0
"Hanson, Eric",-0.17499999999999982
"Haq, Muhammad",0.10000000000000009
"Harboyan, Patil",1.9308226515220113e-17
"Hards, Ashley",0.0
"Hardt, Oliver",0.17310924369747901
"Harel, Daphna",-0.1076923076923082
"Hargreaves, Anna",0.12467532467532479
"Haris, Asad",-0.20666666666666655
"Hariss, Rim",-0.07222222222222197
"Harju, Maija-Liisa",-0.04999999999999982
"Harkin, Keelan",-0.03333333333333344
"Harmouche, Rola",-0.04326923076923075
"Harnad, Stevan",1.7763568394002506e-16
"Harou, Aurelie",0.033333333333333215
"Harpp, David Noble",-0.006943056943057251
"Harrington, Matthew",0.0
"Harrington, Matthew P",0.0
"Harrington, Rebecca",0.08749999999999991
